ts,symbol,price,score,direction,ob,tf,oi,funding,liq,vol,mom,confluence
2026-08-22T23:53:30.983028,ALLOUSDT,0.28559,1.467963991266985,NEUTRAL,6.459041561574734,0.0,0,-0.0,0,0.0,0.0,0.0
2026-08-22T23:58:34.433998,ALLOUSDT,0.28497,14.240145278839606,HAFIF BULLISH,18.17784256559767,0.0,0,-0.0,0,0.0,0.0,0.0
